PRACTICE_CODE,year,month,Patient_count
F83002,2014,1,9808
F83002,2014,2,9808
F83002,2014,3,9808
F83002,2014,4,9463
F83002,2014,5,9463
F83002,2014,6,9463
F83002,2014,7,9561
F83002,2014,8,9561
F83002,2014,9,9561
F83002,2014,10,9657
F83002,2014,11,9657
F83002,2014,12,9657
F83002,2015,1,9879
F83002,2015,2,9879
F83002,2015,3,9879
F83002,2015,4,9969
F83002,2015,5,9969
F83002,2015,6,9969
F83002,2015,7,10194
F83002,2015,8,10194
F83002,2015,9,10194
F83002,2015,10,10347
F83002,2015,11,10347
F83002,2015,12,10347
F83002,2016,1,10413
F83002,2016,2,10413
F83002,2016,3,10413
F83002,2016,4,10348
F83002,2016,5,10348
F83002,2016,6,10348
F83002,2016,7,10420
F83002,2016,8,10420
F83002,2016,9,10420
F83002,2016,10,10422
F83002,2016,11,10422
F83002,2016,12,10422
F83002,2017,1,10277
F83002,2017,2,10277
F83002,2017,3,10277
F83002,2017,4,10254
F83002,2017,5,10259
F83002,2017,6,10261
F83002,2017,7,10254
F83002,2017,8,10257
F83002,2017,9,10236
F83002,2017,10,10204
F83002,2017,11,10224
F83002,2017,12,10236
F83002,2018,1,10158
F83002,2018,2,10119
F83002,2018,3,10024
F83002,2018,4,9967
F83002,2018,5,9955
F83002,2018,6,9971
F83002,2018,7,9995
F83002,2018,8,10020
F83002,2018,9,10019
F83002,2018,10,10022
F83002,2018,11,10006
F83002,2018,12,10044
F83002,2019,1,10044
F83002,2019,2,10050
F83002,2019,3,10087
F83002,2019,4,10078
F83002,2019,5,10062
F83002,2019,6,10075
F83002,2019,7,10056
F83002,2019,8,10048
F83002,2019,9,10049
F83002,2019,10,10059
F83002,2019,11,10066
F83002,2019,12,10070
F83002,2020,1,10045
F83002,2020,2,10054
F83002,2020,3,10056
F83002,2020,4,10035
F83002,2020,5,10004
F83002,2020,6,9988
F83002,2020,7,9993
F83002,2020,8,9980
F83002,2020,9,9992
F83002,2020,10,9997
F83002,2020,11,9981
F83002,2020,12,9939
F83002,2021,1,9921
F83002,2021,2,9889
F83002,2021,3,9944
F83002,2021,4,9988
F83002,2021,5,10063
F83002,2021,6,10098
F83002,2021,7,10197
F83002,2021,8,10235
F83002,2021,9,10249
F83002,2021,10,10287
F83002,2021,11,10357
F83002,2021,12,10382
F83002,2022,1,10401
F83002,2022,2,10466
F83002,2022,3,10517
F83002,2022,4,10599
F83002,2022,5,10647
F83002,2022,6,10679
F83002,2022,7,10745
F83002,2022,8,10742
F83002,2022,9,10785
F83002,2022,10,10825
F83002,2022,11,10874
F83002,2022,12,10878
F83002,2023,1,10870
F83002,2023,2,10871
F83002,2023,3,10887
F83002,2023,4,10841
F83002,2023,5,10802
F83002,2023,6,10795
F83002,2023,7,10770
F83002,2023,8,10748
F83002,2023,9,10786
F83002,2023,10,10788
F83002,2023,11,10861
F83002,2023,12,10864
F83004,2014,1,5499
F83004,2014,2,5499
F83004,2014,3,5499
F83004,2014,4,5416
F83004,2014,5,5416
F83004,2014,6,5416
F83004,2014,7,5442
F83004,2014,8,5442
F83004,2014,9,5442
F83004,2014,10,5392
F83004,2014,11,5392
F83004,2014,12,5392
F83004,2015,1,5377
F83004,2015,2,5377
F83004,2015,3,5377
F83004,2015,4,5287
F83004,2015,5,5287
F83004,2015,6,5287
F83004,2015,7,5254
F83004,2015,8,5254
F83004,2015,9,5254
F83004,2015,10,5238
F83004,2015,11,5238
F83004,2015,12,5238
F83004,2016,1,5220
F83004,2016,2,5220
F83004,2016,3,5220
F83004,2016,4,5206
F83004,2016,5,5206
F83004,2016,6,5206
F83004,2016,7,5150
F83004,2016,8,5150
F83004,2016,9,5150
F83004,2016,10,5185
F83004,2016,11,5185
F83004,2016,12,5185
F83004,2017,1,5289
F83004,2017,2,5289
F83004,2017,3,5289
F83004,2017,4,5436
F83004,2017,5,5479
F83004,2017,6,5521
F83004,2017,7,5541
F83004,2017,8,5579
F83004,2017,9,5614
F83004,2017,10,5662
F83004,2017,11,5748
F83004,2017,12,5795
F83004,2018,1,5809
F83004,2018,2,5859
F83004,2018,3,5928
F83004,2018,4,6001
F83004,2018,5,6063
F83004,2018,6,6114
F83004,2018,7,6113
F83004,2018,8,6174
F83004,2018,9,6194
F83004,2018,10,6218
F83004,2018,11,6222
F83004,2018,12,6267
F83004,2019,1,6279
F83004,2019,2,6311
F83004,2019,3,6350
F83004,2019,4,6421
F83004,2019,5,6460
F83004,2019,6,6524
F83004,2019,7,6580
F83004,2019,8,6689
F83004,2019,9,6825
F83004,2019,10,6933
F83004,2019,11,7087
F83004,2019,12,7389
F83004,2020,1,7780
F83004,2020,2,8146
F83004,2020,3,8430
F83004,2020,4,9207
F83004,2020,5,10066
F83004,2020,6,10764
F83004,2020,7,11467
F83004,2020,8,11666
F83004,2020,9,11927
F83004,2020,10,12152
F83004,2020,11,12787
F83004,2020,12,13148
F83004,2021,1,13701
F83004,2021,2,14089
F83004,2021,3,14646
F83004,2021,4,15064
F83004,2021,5,15374
F83004,2021,6,15805
F83004,2021,7,16439
F83004,2021,8,16952
F83004,2021,9,17256
F83004,2021,10,16978
F83004,2021,11,16954
F83004,2021,12,17186
F83004,2022,1,17504
F83004,2022,2,17816
F83004,2022,3,18057
F83004,2022,4,18266
F83004,2022,5,18485
F83004,2022,6,18823
F83004,2022,7,19293
F83004,2022,8,19709
F83004,2022,9,20043
F83004,2022,10,20495
F83004,2022,11,20915
F83004,2022,12,20833
F83004,2023,1,21743
F83004,2023,2,22515
F83004,2023,3,23092
F83004,2023,4,23328
F83004,2023,5,23477
F83004,2023,6,24167
F83004,2023,7,24639
F83004,2023,8,25023
F83004,2023,9,25331
F83004,2023,10,25521
F83004,2023,11,25683
F83004,2023,12,25895
F83007,2014,1,4667
F83007,2014,2,4667
F83007,2014,3,4667
F83007,2014,4,4609
F83007,2014,5,4609
F83007,2014,6,4609
F83007,2014,7,4637
F83007,2014,8,4637
F83007,2014,9,4637
F83007,2014,10,4644
F83007,2014,11,4644
F83007,2014,12,4644
F83007,2015,1,4665
F83007,2015,2,4665
F83007,2015,3,4665
F83007,2015,4,4643
F83007,2015,5,4643
F83007,2015,6,4643
F83007,2015,7,4731
F83007,2015,8,4731
F83007,2015,9,4731
F83007,2015,10,4735
F83007,2015,11,4735
F83007,2015,12,4735
F83007,2016,1,4713
F83007,2016,2,4713
F83007,2016,3,4713
F83007,2016,4,4696
F83007,2016,5,4696
F83007,2016,6,4696
F83007,2016,7,4683
F83007,2016,8,4683
F83007,2016,9,4683
F83007,2016,10,4596
F83007,2016,11,4596
F83007,2016,12,4596
F83007,2017,1,4490
F83007,2017,2,4490
F83007,2017,3,4490
F83007,2017,4,4414
F83007,2017,5,4399
F83007,2017,6,4379
F83007,2017,7,4362
F83007,2017,8,4371
F83007,2017,9,4380
F83007,2017,10,4371
F83007,2017,11,4385
F83007,2017,12,4393
F83007,2018,1,4386
F83007,2018,2,4378
F83007,2018,3,4360
F83007,2018,4,4349
F83007,2018,5,4253
F83007,2018,6,4192
F83007,2018,7,4101
F83007,2018,8,3952
F83007,2018,9,3858
F83007,2018,10,3822
F83007,2018,11,3735
F83007,2018,12,3664
F83007,2019,1,3635
F83007,2019,2,3599
F83007,2019,3,3571
F83007,2019,4,3540
F83007,2019,5,3525
F83007,2019,6,3510
F83007,2019,7,3483
F83007,2019,8,3461
F83007,2019,9,3461
F83007,2019,10,3440
F83007,2019,11,3424
F83007,2019,12,3429
F83007,2020,1,3428
F83007,2020,2,3427
F83007,2020,3,3420
F83007,2020,4,3410
F83007,2020,5,3420
F83007,2020,6,3419
F83007,2020,7,3423
F83007,2020,8,3429
F83007,2020,9,3424
F83007,2020,10,3435
F83007,2020,11,3439
F83007,2020,12,3438
F83007,2021,1,3430
F83007,2021,2,3423
F83007,2021,3,3423
F83007,2021,4,3447
F83007,2021,5,3455
F83007,2021,6,3467
F83007,2021,7,3484
F83007,2021,8,3495
F83007,2021,9,3501
F83007,2021,10,3499
F83007,2021,11,3490
F83007,2021,12,3484
F83007,2022,1,3495
F83007,2022,2,3487
F83007,2022,3,3488
F83007,2022,4,3491
F83007,2022,5,3484
F83007,2022,6,3473
F83007,2022,7,3464
F83007,2022,8,3471
F83007,2022,9,3478
F83007,2022,10,3488
F83007,2022,11,3499
F83007,2022,12,3519
F83007,2023,1,3520
F83007,2023,2,3533
F83007,2023,3,3529
F83007,2023,4,3513
F83007,2023,5,3528
F83007,2023,6,3517
F83007,2023,7,3510
F83007,2023,8,3512
F83007,2023,9,3507
F83007,2023,10,3485
F83007,2023,11,3464
F83007,2023,12,3449
F83008,2014,1,11956
F83008,2014,2,11956
F83008,2014,3,11956
F83008,2014,4,11750
F83008,2014,5,11750
F83008,2014,6,11750
F83008,2014,7,11985
F83008,2014,8,11985
F83008,2014,9,11985
F83008,2014,10,12157
F83008,2014,11,12157
F83008,2014,12,12157
F83008,2015,1,12319
F83008,2015,2,12319
F83008,2015,3,12319
F83008,2015,4,12434
F83008,2015,5,12434
F83008,2015,6,12434
F83008,2015,7,12602
F83008,2015,8,12602
F83008,2015,9,12602
F83008,2015,10,12791
F83008,2015,11,12791
F83008,2015,12,12791
F83008,2016,1,12901
F83008,2016,2,12901
F83008,2016,3,12901
F83008,2016,4,12984
F83008,2016,5,12984
F83008,2016,6,12984
F83008,2016,7,12932
F83008,2016,8,12932
F83008,2016,9,12932
F83008,2016,10,12796
F83008,2016,11,12796
F83008,2016,12,12796
F83008,2017,1,12822
F83008,2017,2,12822
F83008,2017,3,12822
F83008,2017,4,12724
F83008,2017,5,12514
F83008,2017,6,12513
F83008,2017,7,12518
F83008,2017,8,12500
F83008,2017,9,12507
F83008,2017,10,12526
F83008,2017,11,12542
F83008,2017,12,12510
F83008,2018,1,12502
F83008,2018,2,12431
F83008,2018,3,12402
F83008,2018,4,12389
F83008,2018,5,12382
F83008,2018,6,12331
F83008,2018,7,12324
F83008,2018,8,12361
F83008,2018,9,12392
F83008,2018,10,12378
F83008,2018,11,12382
F83008,2018,12,12382
F83008,2019,1,12371
F83008,2019,2,12366
F83008,2019,3,12345
F83008,2019,4,12344
F83008,2019,5,12326
F83008,2019,6,12289
F83008,2019,7,12273
F83008,2019,8,12247
F83008,2019,9,12247
F83008,2019,10,12195
F83008,2019,11,12188
F83008,2019,12,12211
F83008,2020,1,12233
F83008,2020,2,12250
F83008,2020,3,12231
F83008,2020,4,12235
F83008,2020,5,12230
F83008,2020,6,12227
F83008,2020,7,12225
F83008,2020,8,11791
F83008,2020,9,11592
F83008,2020,10,11575
F83008,2020,11,11587
F83008,2020,12,11570
F83008,2021,1,11567
F83008,2021,2,11613
F83008,2021,3,11684
F83008,2021,4,11720
F83008,2021,5,11772
F83008,2021,6,11812
F83008,2021,7,11951
F83008,2021,8,12024
F83008,2021,9,12055
F83008,2021,10,12215
F83008,2021,11,12300
F83008,2021,12,12371
F83008,2022,1,12420
F83008,2022,2,12450
F83008,2022,3,12471
F83008,2022,4,12486
F83008,2022,5,12477
F83008,2022,6,12498
F83008,2022,7,12457
F83008,2022,8,12437
F83008,2022,9,12409
F83008,2022,10,12379
F83008,2022,11,12455
F83008,2022,12,12475
F83008,2023,1,12453
F83008,2023,2,12424
F83008,2023,3,12384
F83008,2023,4,12321
F83008,2023,5,12301
F83008,2023,6,12235
F83008,2023,7,12223
F83008,2023,8,12218
F83008,2023,9,12243
F83008,2023,10,12257
F83008,2023,11,12291
F83008,2023,12,12336
F83010,2014,1,15285
F83010,2014,2,15285
F83010,2014,3,15285
F83010,2014,4,15013
F83010,2014,5,15013
F83010,2014,6,15013
F83010,2014,7,15513
F83010,2014,8,15513
F83010,2014,9,15513
F83010,2014,10,15686
F83010,2014,11,15686
F83010,2014,12,15686
F83010,2015,1,15903
F83010,2015,2,15903
F83010,2015,3,15903
F83010,2015,4,15995
F83010,2015,5,15995
F83010,2015,6,15995
F83010,2015,7,16203
F83010,2015,8,16203
F83010,2015,9,16203
F83010,2015,10,16596
F83010,2015,11,16596
F83010,2015,12,16596
F83010,2016,1,16903
F83010,2016,2,16903
F83010,2016,3,16903
F83010,2016,4,17159
F83010,2016,5,17159
F83010,2016,6,17159
F83010,2016,7,17273
F83010,2016,8,17273
F83010,2016,9,17273
F83010,2016,10,17517
F83010,2016,11,17517
F83010,2016,12,17517
F83010,2017,1,17694
F83010,2017,2,17694
F83010,2017,3,17694
F83010,2017,4,18038
F83010,2017,5,18016
F83010,2017,6,18091
F83010,2017,7,18167
F83010,2017,8,18244
F83010,2017,9,18366
F83010,2017,10,18385
F83010,2017,11,18425
F83010,2017,12,18428
F83010,2018,1,18474
F83010,2018,2,18423
F83010,2018,3,18449
F83010,2018,4,18452
F83010,2018,5,18538
F83010,2018,6,18603
F83010,2018,7,18647
F83010,2018,8,18728
F83010,2018,9,18834
F83010,2018,10,18856
F83010,2018,11,18830
F83010,2018,12,18811
F83010,2019,1,18804
F83010,2019,2,18776
F83010,2019,3,18771
F83010,2019,4,18946
F83010,2019,5,18931
F83010,2019,6,18986
F83010,2019,7,19035
F83010,2019,8,19070
F83010,2019,9,19175
F83010,2019,10,19235
F83010,2019,11,19264
F83010,2019,12,19317
F83010,2020,1,19389
F83010,2020,2,19448
F83010,2020,3,19515
F83010,2020,4,19604
F83010,2020,5,19583
F83010,2020,6,19574
F83010,2020,7,19676
F83010,2020,8,19784
F83010,2020,9,19852
F83010,2020,10,19916
F83010,2020,11,19942
F83010,2020,12,19991
F83010,2021,1,20079
F83010,2021,2,20043
F83010,2021,3,20101
F83010,2021,4,20284
F83010,2021,5,20362
F83010,2021,6,20362
F83010,2021,7,20534
F83010,2021,8,20492
F83010,2021,9,20527
F83010,2021,10,20581
F83010,2021,11,20621
F83010,2021,12,20580
F83010,2022,1,20625
F83010,2022,2,20520
F83010,2022,3,20574
F83010,2022,4,20574
F83010,2022,5,20563
F83010,2022,6,20543
F83010,2022,7,20567
F83010,2022,8,20569
F83010,2022,9,20578
F83010,2022,10,20551
F83010,2022,11,20530
F83010,2022,12,20507
F83010,2023,1,20497
F83010,2023,2,20441
F83010,2023,3,20430
F83010,2023,4,20629
F83010,2023,5,20686
F83010,2023,6,20714
F83010,2023,7,20717
F83010,2023,8,20746
F83010,2023,9,20760
F83010,2023,10,20783
F83010,2023,11,20817
F83010,2023,12,20883
F83012,2014,1,6937
F83012,2014,2,6937
F83012,2014,3,6937
F83012,2014,4,6900
F83012,2014,5,6900
F83012,2014,6,6900
F83012,2014,7,7026
F83012,2014,8,7026
F83012,2014,9,7026
F83012,2014,10,6980
F83012,2014,11,6980
F83012,2014,12,6980
F83012,2015,1,7041
F83012,2015,2,7041
F83012,2015,3,7041
F83012,2015,4,7047
F83012,2015,5,7047
F83012,2015,6,7047
F83012,2015,7,7247
F83012,2015,8,7247
F83012,2015,9,7247
F83012,2015,10,7275
F83012,2015,11,7275
F83012,2015,12,7275
F83012,2016,1,7267
F83012,2016,2,7267
F83012,2016,3,7267
F83012,2016,4,7342
F83012,2016,5,7342
F83012,2016,6,7342
F83012,2016,7,7364
F83012,2016,8,7364
F83012,2016,9,7364
F83012,2016,10,7343
F83012,2016,11,7343
F83012,2016,12,7343
F83012,2017,1,7327
F83012,2017,2,7327
F83012,2017,3,7327
F83012,2017,4,7300
F83012,2017,5,7289
F83012,2017,6,7288
F83012,2017,7,7286
F83012,2017,8,7261
F83012,2017,9,7252
F83012,2017,10,7227
F83012,2017,11,7227
F83012,2017,12,7217
F83012,2018,1,7204
F83012,2018,2,7223
F83012,2018,3,7225
F83012,2018,4,7246
F83012,2018,5,7245
F83012,2018,6,7251
F83012,2018,7,7257
F83012,2018,8,7280
F83012,2018,9,7286
F83012,2018,10,7319
F83012,2018,11,7361
F83012,2018,12,7387
F83012,2019,1,7379
F83012,2019,2,7400
F83012,2019,3,7409
F83012,2019,4,7407
F83012,2019,5,7444
F83012,2019,6,7480
F83012,2019,7,7529
F83012,2019,8,7556
F83012,2019,9,7570
F83012,2019,10,7592
F83012,2019,11,7614
F83012,2019,12,7648
F83012,2020,1,7644
F83012,2020,2,7656
F83012,2020,3,7669
F83012,2020,4,7673
F83012,2020,5,7641
F83012,2020,6,7652
F83012,2020,7,7627
F83012,2020,8,7610
F83012,2020,9,7589
F83012,2020,10,7593
F83012,2020,11,7579
F83012,2020,12,7547
F83012,2021,1,7540
F83012,2021,2,7500
F83012,2021,3,7492
F83012,2021,4,7466
F83012,2021,5,7477
F83012,2021,6,7471
F83012,2021,7,7475
F83012,2021,8,7481
F83012,2021,9,7448
F83012,2021,10,7425
F83012,2021,11,7414
F83012,2021,12,7392
F83012,2022,1,7376
F83012,2022,2,7395
F83012,2022,3,7455
F83012,2022,4,7554
F83012,2022,5,7589
F83012,2022,6,7604
F83012,2022,7,7581
F83012,2022,8,7575
F83012,2022,9,7576
F83012,2022,10,7535
F83012,2022,11,7488
F83012,2022,12,7472
F83012,2023,1,7464
F83012,2023,2,7421
F83012,2023,3,7413
F83012,2023,4,7405
F83012,2023,5,7404
F83012,2023,6,7382
F83012,2023,7,7417
F83012,2023,8,7457
F83012,2023,9,7499
F83012,2023,10,7503
F83012,2023,11,7524
F83012,2023,12,7521
F83015,2014,1,11948
F83015,2014,2,11948
F83015,2014,3,11948
F83015,2014,4,11921
F83015,2014,5,11921
F83015,2014,6,11921
F83015,2014,7,12060
F83015,2014,8,12060
F83015,2014,9,12060
F83015,2014,10,12139
F83015,2014,11,12139
F83015,2014,12,12139
F83015,2015,1,12266
F83015,2015,2,12266
F83015,2015,3,12266
F83015,2015,4,12267
F83015,2015,5,12267
F83015,2015,6,12267
F83015,2015,7,12311
F83015,2015,8,12311
F83015,2015,9,12311
F83015,2015,10,12438
F83015,2015,11,12438
F83015,2015,12,12438
F83015,2016,1,12502
F83015,2016,2,12502
F83015,2016,3,12502
F83015,2016,4,12638
F83015,2016,5,12638
F83015,2016,6,12638
F83015,2016,7,12784
F83015,2016,8,12784
F83015,2016,9,12784
F83015,2016,10,12882
F83015,2016,11,12882
F83015,2016,12,12882
F83015,2017,1,12945
F83015,2017,2,12945
F83015,2017,3,12945
F83015,2017,4,12848
F83015,2017,5,12952
F83015,2017,6,12995
F83015,2017,7,13009
F83015,2017,8,13026
F83015,2017,9,13040
F83015,2017,10,13031
F83015,2017,11,13038
F83015,2017,12,13003
F83015,2018,1,13003
F83015,2018,2,13051
F83015,2018,3,13065
F83015,2018,4,13049
F83015,2018,5,13036
F83015,2018,6,13052
F83015,2018,7,13052
F83015,2018,8,13056
F83015,2018,9,13064
F83015,2018,10,13024
F83015,2018,11,12963
F83015,2018,12,12964
F83015,2019,1,12952
F83015,2019,2,12894
F83015,2019,3,12865
F83015,2019,4,12842
F83015,2019,5,12815
F83015,2019,6,12795
F83015,2019,7,12806
F83015,2019,8,12740
F83015,2019,9,12709
F83015,2019,10,12680
F83015,2019,11,12683
F83015,2019,12,12690
F83015,2020,1,12699
F83015,2020,2,12689
F83015,2020,3,12640
F83015,2020,4,12628
F83015,2020,5,12594
F83015,2020,6,12552
F83015,2020,7,12548
F83015,2020,8,12532
F83015,2020,9,12511
F83015,2020,10,12483
F83015,2020,11,12453
F83015,2020,12,12407
F83015,2021,1,12368
F83015,2021,2,12310
F83015,2021,3,12265
F83015,2021,4,12257
F83015,2021,5,12267
F83015,2021,6,12271
F83015,2021,7,12250
F83015,2021,8,12226
F83015,2021,9,12193
F83015,2021,10,12144
F83015,2021,11,12144
F83015,2021,12,12144
F83015,2022,1,12143
F83015,2022,2,12107
F83015,2022,3,12082
F83015,2022,4,12057
F83015,2022,5,12036
F83015,2022,6,12073
F83015,2022,7,12099
F83015,2022,8,12130
F83015,2022,9,12143
F83015,2022,10,12199
F83015,2022,11,12245
F83015,2022,12,12289
F83015,2023,1,12320
F83015,2023,2,12400
F83015,2023,3,12401
F83015,2023,4,12404
F83015,2023,5,12427
F83015,2023,6,12483
F83015,2023,7,12501
F83015,2023,8,12544
F83015,2023,9,12571
F83015,2023,10,12619
F83015,2023,11,12656
F83015,2023,12,12708
F83021,2014,1,12974
F83021,2014,2,12974
F83021,2014,3,12974
F83021,2014,4,12388
F83021,2014,5,12388
F83021,2014,6,12388
F83021,2014,7,12528
F83021,2014,8,12528
F83021,2014,9,12528
F83021,2014,10,12546
F83021,2014,11,12546
F83021,2014,12,12546
F83021,2015,1,12598
F83021,2015,2,12598
F83021,2015,3,12598
F83021,2015,4,12584
F83021,2015,5,12584
F83021,2015,6,12584
F83021,2015,7,12898
F83021,2015,8,12898
F83021,2015,9,12898
F83021,2015,10,13123
F83021,2015,11,13123
F83021,2015,12,13123
F83021,2016,1,13305
F83021,2016,2,13305
F83021,2016,3,13305
F83021,2016,4,13405
F83021,2016,5,13405
F83021,2016,6,13405
F83021,2016,7,13560
F83021,2016,8,13560
F83021,2016,9,13560
F83021,2016,10,13837
F83021,2016,11,13837
F83021,2016,12,13837
F83021,2017,1,14185
F83021,2017,2,14185
F83021,2017,3,14185
F83021,2017,4,14563
F83021,2017,5,14633
F83021,2017,6,14777
F83021,2017,7,14925
F83021,2017,8,14994
F83021,2017,9,15052
F83021,2017,10,15155
F83021,2017,11,15283
F83021,2017,12,15427
F83021,2018,1,15505
F83021,2018,2,15591
F83021,2018,3,15671
F83021,2018,4,15824
F83021,2018,5,15974
F83021,2018,6,16164
F83021,2018,7,16362
F83021,2018,8,16468
F83021,2018,9,16606
F83021,2018,10,16767
F83021,2018,11,16926
F83021,2018,12,17098
F83021,2019,1,17214
F83021,2019,2,17342
F83021,2019,3,17452
F83021,2019,4,17589
F83021,2019,5,17684
F83021,2019,6,17852
F83021,2019,7,17945
F83021,2019,8,18049
F83021,2019,9,18123
F83021,2019,10,18134
F83021,2019,11,18241
F83021,2019,12,18271
F83021,2020,1,18269
F83021,2020,2,18381
F83021,2020,3,18453
F83021,2020,4,18483
F83021,2020,5,18483
F83021,2020,6,18469
F83021,2020,7,18483
F83021,2020,8,18449
F83021,2020,9,18445
F83021,2020,10,18434
F83021,2020,11,18386
F83021,2020,12,18376
F83021,2021,1,18344
F83021,2021,2,18311
F83021,2021,3,18321
F83021,2021,4,18380
F83021,2021,5,18456
F83021,2021,6,18418
F83021,2021,7,18360
F83021,2021,8,18304
F83021,2021,9,18231
F83021,2021,10,18200
F83021,2021,11,18198
F83021,2021,12,18183
F83021,2022,1,18207
F83021,2022,2,18262
F83021,2022,3,18213
F83021,2022,4,18165
F83021,2022,5,18102
F83021,2022,6,18037
F83021,2022,7,17962
