PRACTICE_CODE,year,month,Patient_count
F83666,2022,10,6212
F83666,2022,11,6255
F83666,2022,12,6267
F83666,2023,1,6290
F83666,2023,2,6272
F83666,2023,3,6291
F83666,2023,4,6320
F83666,2023,5,6343
F83666,2023,6,6380
F83666,2023,7,6400
F83666,2023,8,6446
F83666,2023,9,6486
F83666,2023,10,6561
F83666,2023,11,6602
F83666,2023,12,6633
F83671,2014,1,2679
F83671,2014,2,2679
F83671,2014,3,2679
F83671,2014,4,2664
F83671,2014,5,2664
F83671,2014,6,2664
F83671,2014,7,2667
F83671,2014,8,2667
F83671,2014,9,2667
F83671,2014,10,2689
F83671,2014,11,2689
F83671,2014,12,2689
F83671,2015,1,2714
F83671,2015,2,2714
F83671,2015,3,2714
F83671,2015,4,2689
F83671,2015,5,2689
F83671,2015,6,2689
F83671,2015,7,2687
F83671,2015,8,2687
F83671,2015,9,2687
F83671,2015,10,2694
F83671,2015,11,2694
F83671,2015,12,2694
F83671,2016,1,2741
F83671,2016,2,2741
F83671,2016,3,2741
F83671,2016,4,2772
F83671,2016,5,2772
F83671,2016,6,2772
F83671,2016,7,2777
F83671,2016,8,2777
F83671,2016,9,2777
F83671,2016,10,2786
F83671,2016,11,2786
F83671,2016,12,2786
F83671,2017,1,2810
F83671,2017,2,2810
F83671,2017,3,2810
F83671,2017,4,2825
F83671,2017,5,2834
F83671,2017,6,2856
F83671,2017,7,2875
F83671,2017,8,2875
F83671,2017,9,2917
F83671,2017,10,2913
F83671,2017,11,2914
F83671,2017,12,2948
F83671,2018,1,2944
F83671,2018,2,2941
F83671,2018,3,2952
F83671,2018,4,2954
F83671,2018,5,2967
F83671,2018,6,2955
F83671,2018,7,2962
F83671,2018,8,2956
F83671,2018,9,2958
F83671,2018,10,2973
F83671,2018,11,2973
F83671,2018,12,2975
F83671,2019,1,2969
F83671,2019,2,2972
F83671,2019,3,2967
F83671,2019,4,2990
F83671,2019,5,3009
F83671,2019,6,3019
F83671,2019,7,3018
F83671,2019,8,3020
F83671,2019,9,3020
F83671,2019,10,3006
F83671,2019,11,3013
F83671,2019,12,3016
F83671,2020,1,3025
F83671,2020,2,3020
F83671,2020,3,3029
F83671,2020,4,3016
F83671,2020,5,3017
F83671,2020,6,3020
F83671,2020,7,3015
F83671,2020,8,3025
F83671,2020,9,3026
F83671,2020,10,3065
F83671,2020,11,3067
F83671,2020,12,3082
F83671,2021,1,3077
F83671,2021,2,3081
F83671,2021,3,3086
F83671,2021,4,3142
F83671,2021,5,3190
F83671,2021,6,3198
F83671,2021,7,3239
F83671,2021,8,3253
F83671,2021,9,3250
F83671,2021,10,3249
F83671,2021,11,3261
F83671,2021,12,3272
F83671,2022,1,3270
F83671,2022,2,3290
F83671,2022,3,3298
F83671,2022,4,3294
F83671,2022,5,3290
F83671,2022,6,3299
F83671,2022,7,3298
F83671,2022,8,3310
F83671,2022,9,3298
F83671,2022,10,3308
F83671,2022,11,3322
F83671,2022,12,3318
F83671,2023,1,3297
F83671,2023,2,3291
F83671,2023,3,3282
F83671,2023,4,3269
F83671,2023,5,3257
F83671,2023,6,3251
F83671,2023,7,3248
F83671,2023,8,3235
F83671,2023,9,3247
F83671,2023,10,3243
F83671,2023,11,3245
F83671,2023,12,3234
F83673,2014,1,4526
F83673,2014,2,4526
F83673,2014,3,4526
F83673,2014,4,4474
F83673,2014,5,4474
F83673,2014,6,4474
F83673,2014,7,4553
F83673,2014,8,4553
F83673,2014,9,4553
F83673,2014,10,4546
F83673,2014,11,4546
F83673,2014,12,4546
F83673,2015,1,4570
F83673,2015,2,4570
F83673,2015,3,4570
F83673,2015,4,4534
F83673,2015,5,4534
F83673,2015,6,4534
F83673,2015,7,4561
F83673,2015,8,4561
F83673,2015,9,4561
F83673,2015,10,4657
F83673,2015,11,4657
F83673,2015,12,4657
F83673,2016,1,4649
F83673,2016,2,4649
F83673,2016,3,4649
F83673,2016,4,4670
F83673,2016,5,4670
F83673,2016,6,4670
F83673,2016,7,4682
F83673,2016,8,4682
F83673,2016,9,4682
F83673,2016,10,4680
F83673,2016,11,4680
F83673,2016,12,4680
F83673,2017,1,4686
F83673,2017,2,4686
F83673,2017,3,4686
F83673,2017,4,4645
F83673,2017,5,4650
F83673,2017,6,4666
F83673,2017,7,4697
F83673,2017,8,4694
F83673,2017,9,4702
F83673,2017,10,4706
F83673,2017,11,4716
F83673,2017,12,4710
F83673,2018,1,4701
F83673,2018,2,4725
F83673,2018,3,4739
F83673,2018,4,4749
F83673,2018,5,4773
F83673,2018,6,4779
F83673,2018,7,4797
F83673,2018,8,4824
F83673,2018,9,4857
F83673,2018,10,4897
F83673,2018,11,4964
F83673,2018,12,5010
F83673,2019,1,5028
F83673,2019,2,5056
F83673,2019,3,5094
F83673,2019,4,5144
F83673,2019,5,5201
F83673,2019,6,5233
F83673,2019,7,5277
F83673,2019,8,5334
F83673,2019,9,5391
F83673,2019,10,5457
F83673,2019,11,5529
F83673,2019,12,5568
F83673,2020,1,5589
F83673,2020,2,5620
F83673,2020,3,5662
F83673,2020,4,5682
F83673,2020,5,5672
F83673,2020,6,5684
F83673,2020,7,5683
F83673,2020,8,5692
F83673,2020,9,5702
F83673,2020,10,5687
F83673,2020,11,5669
F83673,2020,12,5661
F83673,2021,1,5642
F83673,2021,2,5639
F83673,2021,3,5640
F83673,2021,4,5676
F83673,2021,5,5706
F83673,2021,6,5727
F83673,2021,7,5760
F83673,2021,8,5776
F83673,2021,9,5780
F83673,2021,10,5800
F83673,2021,11,5827
F83673,2021,12,5846
F83673,2022,1,5850
F83673,2022,2,5844
F83673,2022,3,5856
F83673,2022,4,5886
F83673,2022,5,5903
F83673,2022,6,5916
F83673,2022,7,5917
F83673,2022,8,5919
F83673,2022,9,5936
F83673,2022,10,5920
F83673,2022,11,5950
F83673,2022,12,5975
F83673,2023,1,5957
F83673,2023,2,5996
F83673,2023,3,6003
F83673,2023,4,6015
F83673,2023,5,6036
F83673,2023,6,6041
F83673,2023,7,6026
F83673,2023,8,5995
F83673,2023,9,5999
F83673,2023,10,5991
F83673,2023,11,5979
F83673,2023,12,5985
F83674,2014,1,2871
F83674,2014,2,2871
F83674,2014,3,2871
F83674,2014,4,2824
F83674,2014,5,2824
F83674,2014,6,2824
F83674,2014,7,2876
F83674,2014,8,2876
F83674,2014,9,2876
F83674,2014,10,2915
F83674,2014,11,2915
F83674,2014,12,2915
F83674,2015,1,2963
F83674,2015,2,2963
F83674,2015,3,2963
F83674,2015,4,2952
F83674,2015,5,2952
F83674,2015,6,2952
F83674,2015,7,2991
F83674,2015,8,2991
F83674,2015,9,2991
F83674,2015,10,3018
F83674,2015,11,3018
F83674,2015,12,3018
F83674,2016,1,3018
F83674,2016,2,3018
F83674,2016,3,3018
F83674,2016,4,3023
F83674,2016,5,3023
F83674,2016,6,3023
F83674,2016,7,3020
F83674,2016,8,3020
F83674,2016,9,3020
F83674,2016,10,3019
F83674,2016,11,3019
F83674,2016,12,3019
F83674,2017,1,3031
F83674,2017,2,3031
F83674,2017,3,3031
F83674,2017,4,5775
F83674,2017,5,5779
F83674,2017,6,5824
F83674,2017,7,5841
F83674,2017,8,5831
F83674,2017,9,5824
F83674,2017,10,5926
F83674,2017,11,5902
F83674,2017,12,5864
F83674,2018,1,5838
F83674,2018,2,5818
F83674,2018,3,5784
F83674,2018,4,5771
F83674,2018,5,5763
F83674,2018,6,5757
F83674,2018,7,5768
F83674,2018,8,5772
F83674,2018,9,5783
F83674,2018,10,5836
F83674,2018,11,9603
F83674,2018,12,9598
F83674,2019,1,9596
F83674,2019,2,9598
F83674,2019,3,9604
F83674,2019,4,9582
F83674,2019,5,9555
F83674,2019,6,9548
F83674,2019,7,9543
F83674,2019,8,9544
F83674,2019,9,9548
F83674,2019,10,9556
F83674,2019,11,9582
F83674,2019,12,9601
F83674,2020,1,9583
F83674,2020,2,9630
F83674,2020,3,9665
F83674,2020,4,9672
F83674,2020,5,9627
F83674,2020,6,9604
F83674,2020,7,9607
F83674,2020,8,9611
F83674,2020,9,9605
F83674,2020,10,9594
F83674,2020,11,9621
F83674,2020,12,9609
F83674,2021,1,9627
F83674,2021,2,9596
F83674,2021,3,9612
F83674,2021,4,9646
F83674,2021,5,9618
F83674,2021,6,9586
F83674,2021,7,9559
F83674,2021,8,9551
F83674,2021,9,9514
F83674,2021,10,9497
F83674,2021,11,9491
F83674,2021,12,9471
F83674,2022,1,9480
F83674,2022,2,9459
F83674,2022,3,9431
F83674,2022,4,9419
F83674,2022,5,9381
F83674,2022,6,9335
F83674,2022,7,9288
F83674,2022,8,9280
F83674,2022,9,9271
F83674,2022,10,9287
F83674,2022,11,9323
F83674,2022,12,9322
F83674,2023,1,9317
F83674,2023,2,9323
F83674,2023,3,9293
F83674,2023,4,9244
F83674,2023,5,9241
F83674,2023,6,9256
F83674,2023,7,9248
F83674,2023,8,9206
F83674,2023,9,9205
F83674,2023,10,9198
F83674,2023,11,9213
F83674,2023,12,9190
F83678,2014,1,2474
F83678,2014,2,2474
F83678,2014,3,2474
F83678,2014,4,2486
F83678,2014,5,2486
F83678,2014,6,2486
F83678,2014,7,2468
F83678,2014,8,2468
F83678,2014,9,2468
F83678,2014,10,2457
F83678,2014,11,2457
F83678,2014,12,2457
F83678,2015,1,2448
F83678,2015,2,2448
F83678,2015,3,2448
F83678,2015,4,2463
F83678,2015,5,2463
F83678,2015,6,2463
F83678,2015,7,2466
F83678,2015,8,2466
F83678,2015,9,2466
F83678,2015,10,2487
F83678,2015,11,2487
F83678,2015,12,2487
F83678,2016,1,2510
F83678,2016,2,2510
F83678,2016,3,2510
F83678,2016,4,2540
F83678,2016,5,2540
F83678,2016,6,2540
F83678,2016,7,2562
F83678,2016,8,2562
F83678,2016,9,2562
F83678,2016,10,2597
F83678,2016,11,2597
F83678,2016,12,2597
F83678,2017,1,2598
F83678,2017,2,2598
F83678,2017,3,2598
F83678,2017,4,2617
F83678,2017,5,2626
F83678,2017,6,2639
F83678,2017,7,2639
F83678,2017,8,2650
F83678,2017,9,2650
F83678,2017,10,2640
F83678,2017,11,2645
F83678,2017,12,2645
F83678,2018,1,2646
F83678,2018,2,2641
F83678,2018,3,2636
F83678,2018,4,2626
F83678,2018,5,2626
F83678,2018,6,2627
F83678,2018,7,2624
F83678,2018,8,2618
F83678,2018,9,2604
F83678,2018,10,2588
F83678,2018,11,2588
F83678,2018,12,2581
F83678,2019,1,2568
F83678,2019,2,2559
F83678,2019,3,2550
F83678,2019,4,2545
F83678,2019,5,2549
F83678,2019,6,2542
F83678,2019,7,2539
F83678,2019,8,2521
F83678,2019,9,2520
F83678,2019,10,2509
F83678,2019,11,2498
F83678,2019,12,2477
F83678,2020,1,2469
F83678,2020,2,2450
F83678,2020,3,2455
F83678,2020,4,2456
F83678,2020,5,2445
F83678,2020,6,2438
F83678,2020,7,2435
F83678,2020,8,2433
F83678,2020,9,2431
F83678,2020,10,2425
F83678,2020,11,2422
F83678,2020,12,2415
F83678,2021,1,2403
F83678,2021,2,2405
F83678,2021,3,2400
F83678,2021,4,2387
F83678,2021,5,2373
F83678,2021,6,2360
F83678,2021,7,2356
F83678,2021,8,2359
F83678,2021,9,2361
F83678,2021,10,2358
F83678,2021,11,2353
F83678,2021,12,2352
F83678,2022,1,2345
F83678,2022,2,2349
F83678,2022,3,2351
F83678,2022,4,2341
F83678,2022,5,2335
F83678,2022,6,2324
F83678,2022,7,2319
F83678,2022,8,2325
F83678,2022,9,2312
F83678,2022,10,2308
F83678,2022,11,2309
F83678,2022,12,2309
F83678,2023,1,2306
F83678,2023,2,2299
F83678,2023,3,2288
F83678,2023,4,2273
F83678,2023,5,2271
F83678,2023,6,2269
F83678,2023,7,2259
F83678,2023,8,2254
F83678,2023,9,2238
F83678,2023,10,2230
F83678,2023,11,2225
F83678,2023,12,2214
F83680,2014,1,3548
F83680,2014,2,3548
F83680,2014,3,3548
F83680,2014,4,3568
F83680,2014,5,3568
F83680,2014,6,3568
F83680,2014,7,3610
F83680,2014,8,3610
F83680,2014,9,3610
F83680,2014,10,3665
F83680,2014,11,3665
F83680,2014,12,3665
F83680,2015,1,3738
F83680,2015,2,3738
F83680,2015,3,3738
F83680,2015,4,3663
F83680,2015,5,3663
F83680,2015,6,3663
F83680,2015,7,3721
F83680,2015,8,3721
F83680,2015,9,3721
F83680,2015,10,3750
F83680,2015,11,3750
F83680,2015,12,3750
F83680,2016,1,3765
F83680,2016,2,3765
F83680,2016,3,3765
F83680,2016,4,3639
F83680,2016,5,3639
F83680,2016,6,3639
F83680,2016,7,3639
F83680,2016,8,3639
F83680,2016,9,3639
F83680,2016,10,3681
F83680,2016,11,3681
F83680,2016,12,3681
F83680,2017,1,3726
F83680,2017,2,3726
F83680,2017,3,3726
F83680,2017,4,3787
F83680,2017,5,3813
F83680,2017,6,3825
F83680,2017,7,3824
F83680,2017,8,3836
F83680,2017,9,3837
F83680,2017,10,3846
F83680,2017,11,3874
F83680,2017,12,3910
F83680,2018,1,3908
F83680,2018,2,3907
F83680,2018,3,3909
F83680,2018,4,3917
F83680,2018,5,3932
F83680,2018,6,3939
F83680,2018,7,3959
F83680,2018,8,3974
F83680,2018,9,3972
F83680,2018,10,4018
F83680,2018,11,4055
F83680,2018,12,4078
F83680,2019,1,4100
F83680,2019,2,4136
F83680,2019,3,4153
F83680,2019,4,4196
F83680,2019,5,4207
F83680,2019,6,4207
F83680,2019,7,4223
F83680,2019,8,4226
F83680,2019,9,4208
F83680,2019,10,4213
F83680,2019,11,4243
F83680,2019,12,4263
F83680,2020,1,4264
F83680,2020,2,4273
F83680,2020,3,4305
F83680,2020,4,4314
F83680,2020,5,4316
F83680,2020,6,4326
F83680,2020,7,4326
F83680,2020,8,4318
F83680,2020,9,4316
F83680,2020,10,4315
F83680,2020,11,4314
F83680,2020,12,4299
F83680,2021,1,4282
F83680,2021,2,4270
F83680,2021,3,4280
F83680,2021,4,4270
F83680,2021,5,4256
F83680,2021,6,4273
F83680,2021,7,4293
F83680,2021,8,4258
F83680,2021,9,4245
F83680,2021,10,4256
F83680,2021,11,4256
F83680,2021,12,4256
F83680,2022,1,4251
F83680,2022,2,4252
F83680,2022,3,4231
F83680,2022,4,4239
F83680,2022,5,4181
F83680,2022,6,4158
F83680,2022,7,4144
F83680,2022,8,4132
F83680,2022,9,4120
F83680,2022,10,4122
F83680,2022,11,4122
F83680,2022,12,4130
F83680,2023,1,4135
F83680,2023,2,4136
F83680,2023,3,4148
F83680,2023,4,4151
F83680,2023,5,4139
F83680,2023,6,4155
F83680,2023,7,4168
F83680,2023,8,4194
F83680,2023,9,4235
F83680,2023,10,4324
F83680,2023,11,4460
F83680,2023,12,4536
F83681,2014,1,3078
F83681,2014,2,3078
F83681,2014,3,3078
F83681,2014,4,3032
F83681,2014,5,3032
F83681,2014,6,3032
F83681,2014,7,3042
F83681,2014,8,3042
F83681,2014,9,3042
F83681,2014,10,3028
F83681,2014,11,3028
F83681,2014,12,3028
F83681,2015,1,3027
F83681,2015,2,3027
F83681,2015,3,3027
F83681,2015,4,2911
F83681,2015,5,2911
F83681,2015,6,2911
F83681,2015,7,2930
F83681,2015,8,2930
F83681,2015,9,2930
F83681,2015,10,3002
F83681,2015,11,3002
F83681,2015,12,3002
F83681,2016,1,2958
F83681,2016,2,2958
F83681,2016,3,2958
F83681,2016,4,2973
F83681,2016,5,2973
F83681,2016,6,2973
F83681,2016,7,2995
F83681,2016,8,2995
F83681,2016,9,2995
F83681,2016,10,3048
F83681,2016,11,3048
F83681,2016,12,3048
F83681,2017,1,3090
F83681,2017,2,3090
F83681,2017,3,3090
F83681,2017,4,3158
F83681,2017,5,3167
F83681,2017,6,3176
F83681,2017,7,3179
F83681,2017,8,3190
F83681,2017,9,3207
F83681,2017,10,3215
F83681,2017,11,3216
F83681,2017,12,3226
F83681,2018,1,3235
F83681,2018,2,3244
F83681,2018,3,3265
F83681,2018,4,3283
F83681,2018,5,3298
F83681,2018,6,3319
F83681,2018,7,3350
F83681,2018,8,3358
F83681,2018,9,3380
F83681,2018,10,3420
F83681,2018,11,3449
F83681,2018,12,3490
F83681,2019,1,3499
F83681,2019,2,3523
F83681,2019,3,3555
F83681,2019,4,3588
F83681,2019,5,3613
F83681,2019,6,3760
F83681,2019,7,3800
F83681,2019,8,3827
F83681,2019,9,3849
F83681,2019,10,3888
F83681,2019,11,3933
F83681,2019,12,3961
F83681,2020,1,3975
F83681,2020,2,3992
F83681,2020,3,4022
F83681,2020,4,4029
F83681,2020,5,4050
F83681,2020,6,4036
F83681,2020,7,4029
F83681,2020,8,4009
F83681,2020,9,4010
F83681,2020,10,4004
F83681,2020,11,4016
F83681,2020,12,4026
F83681,2021,1,4047
F83681,2021,2,4022
F83681,2021,3,4011
F83681,2021,4,3978
F83681,2021,5,3961
F83681,2021,6,3974
F83681,2021,7,3971
F83681,2021,8,3959
F83681,2021,9,3965
F83681,2021,10,3985
F83681,2021,11,4006
F83681,2021,12,4036
F83681,2022,1,4044
F83681,2022,2,4111
F83681,2022,3,9207
F83681,2022,4,9216
F83681,2022,5,9207
F83681,2022,6,9178
F83681,2022,7,9135
F83681,2022,8,9107
F83681,2022,9,9065
F83681,2022,10,9021
F83681,2022,11,9001
F83681,2022,12,8969
F83681,2023,1,8959
F83681,2023,2,8971
F83681,2023,3,8970
F83681,2023,4,8903
F83681,2023,5,8922
F83681,2023,6,8922
F83681,2023,7,8918
F83681,2023,8,8956
F83681,2023,9,8941
F83681,2023,10,8971
F83681,2023,11,9015
F83681,2023,12,9005
F83686,2014,1,5472
F83686,2014,2,5472
F83686,2014,3,5472
F83686,2014,4,5505
F83686,2014,5,5505
F83686,2014,6,5505
F83686,2014,7,5591
F83686,2014,8,5591
F83686,2014,9,5591
F83686,2014,10,5676
F83686,2014,11,5676
F83686,2014,12,5676
F83686,2015,1,5809
F83686,2015,2,5809
F83686,2015,3,5809
F83686,2015,4,5881
F83686,2015,5,5881
F83686,2015,6,5881
F83686,2015,7,5920
F83686,2015,8,5920
F83686,2015,9,5920
F83686,2015,10,5957
F83686,2015,11,5957
F83686,2015,12,5957
F83686,2016,1,6051
F83686,2016,2,6051
F83686,2016,3,6051
F83686,2016,4,6061
F83686,2016,5,6061
F83686,2016,6,6061
F83686,2016,7,6217
F83686,2016,8,6217
F83686,2016,9,6217
F83686,2016,10,6210
F83686,2016,11,6210
F83686,2016,12,6210
F83686,2017,1,6232
F83686,2017,2,6232
F83686,2017,3,6232
F83686,2017,4,6115
F83686,2017,5,6087
F83686,2017,6,6077
F83686,2017,7,6030
F83686,2017,8,6016
F83686,2017,9,6057
F83686,2017,10,6105
F83686,2017,11,6159
F83686,2017,12,6206
F83686,2018,1,6207
F83686,2018,2,6226
F83686,2018,3,6258
F83686,2018,4,6298
F83686,2018,5,6339
F83686,2018,6,6371
F83686,2018,7,6426
F83686,2018,8,6432
F83686,2018,9,6445
F83686,2018,10,6535
F83686,2018,11,6577
F83686,2018,12,6611
F83686,2019,1,6631
F83686,2019,2,6672
F83686,2019,3,6723
F83686,2019,4,6746
F83686,2019,5,6758
F83686,2019,6,6772
F83686,2019,7,6773
F83686,2019,8,6781
F83686,2019,9,6791
F83686,2019,10,6801
F83686,2019,11,6821
F83686,2019,12,6838
F83686,2020,1,6848
F83686,2020,2,6904
F83686,2020,3,6886
F83686,2020,4,6858
F83686,2020,5,6828
F83686,2020,6,6814
F83686,2020,7,6822
F83686,2020,8,6830
F83686,2020,9,6844
F83686,2020,10,6769
F83686,2020,11,6760
F83686,2020,12,6738
F83686,2021,1,6681
F83686,2021,2,6609
F83686,2021,3,6588
F83686,2021,4,6552
F83686,2021,5,6530
F83686,2021,6,6507
F83686,2021,7,6517
F83686,2021,8,6503
F83686,2021,9,6497
F83686,2021,10,6517
F83686,2021,11,6534
F83686,2021,12,6536
F83686,2022,1,6557
F83686,2022,2,6574
F83686,2022,3,6594
F83686,2022,4,6583
F83686,2022,5,6585
F83686,2022,6,6598
F83686,2022,7,6631
F83686,2022,8,6642
F83686,2022,9,6632
F83686,2022,10,6647
F83686,2022,11,6664
F83686,2022,12,6691
F83686,2023,1,6697
F83686,2023,2,6714
F83686,2023,3,6744
F83686,2023,4,6789
F83686,2023,5,6810
F83686,2023,6,6841
F83686,2023,7,6900
F83686,2023,8,7002
F83686,2023,9,7120
F83686,2023,10,7286
F83686,2023,11,7463
F83686,2023,12,7624
Y01066,2014,1,5719
Y01066,2014,2,5719
Y01066,2014,3,5719
Y01066,2014,4,5719
Y01066,2014,5,5719
Y01066,2014,6,5719
Y01066,2014,7,5751
Y01066,2014,8,5751
Y01066,2014,9,5751
Y01066,2014,10,5654
Y01066,2014,11,5654
Y01066,2014,12,5654
Y01066,2015,1,5634
Y01066,2015,2,5634
Y01066,2015,3,5634
Y01066,2015,4,5713
Y01066,2015,5,5713
Y01066,2015,6,5713
Y01066,2015,7,5797
Y01066,2015,8,5797
Y01066,2015,9,5797
Y01066,2015,10,5813
Y01066,2015,11,5813
Y01066,2015,12,5813
Y01066,2016,1,5886
Y01066,2016,2,5886
Y01066,2016,3,5886
Y01066,2016,4,5908
Y01066,2016,5,5908
Y01066,2016,6,5908
Y01066,2016,7,5848
Y01066,2016,8,5848
Y01066,2016,9,5848
Y01066,2016,10,5913
Y01066,2016,11,5913
Y01066,2016,12,5913
Y01066,2017,1,6007
Y01066,2017,2,6007
Y01066,2017,3,6007
Y01066,2017,4,6090
Y01066,2017,5,6126
Y01066,2017,6,6179
Y01066,2017,7,6231
Y01066,2017,8,6276
Y01066,2017,9,6299
Y01066,2017,10,6325
Y01066,2017,11,6391
Y01066,2017,12,6415
Y01066,2018,1,6445
Y01066,2018,2,6490
Y01066,2018,3,6536
Y01066,2018,4,6551
Y01066,2018,5,6547
Y01066,2018,6,6592
Y01066,2018,7,6667
Y01066,2018,8,6706
Y01066,2018,9,6760
Y01066,2018,10,6854
Y01066,2018,11,6927
Y01066,2018,12,7000
Y01066,2019,1,7033
Y01066,2019,2,7137
Y01066,2019,3,7251
Y01066,2019,4,7420
Y01066,2019,5,7545
Y01066,2019,6,7687
Y01066,2019,7,7798
Y01066,2019,8,7916
Y01066,2019,9,8044
Y01066,2019,10,8198
Y01066,2019,11,8316
Y01066,2019,12,8377
Y01066,2020,1,8382
Y01066,2020,2,8543
Y01066,2020,3,8672
Y01066,2020,4,8789
Y01066,2020,5,8816
Y01066,2020,6,8860
Y01066,2020,7,8907
Y01066,2020,8,8962
Y01066,2020,9,9037
Y01066,2020,10,8816
Y01066,2020,11,8933
Y01066,2020,12,9310
Y01066,2021,1,9452
Y01066,2021,2,9623
Y01066,2021,3,9857
Y01066,2021,4,10070
Y01066,2021,5,10290
Y01066,2021,6,10495
Y01066,2021,7,10711
Y01066,2021,8,10811
Y01066,2021,9,10940
Y01066,2021,10,11043
Y01066,2021,11,11171
Y01066,2021,12,11238
Y01066,2022,1,11295
Y01066,2022,2,11318
Y01066,2022,3,11375
Y01066,2022,4,11408
Y01066,2022,5,11436
Y01066,2022,6,11419
Y01066,2022,7,11421
Y01066,2022,8,11409
Y01066,2022,9,11431
Y01066,2022,10,11424
Y01066,2022,11,11461
Y01066,2022,12,11493
Y01066,2023,1,11455
Y01066,2023,2,11397
Y01066,2023,3,11326
Y01066,2023,4,11271
Y01066,2023,5,11228
Y01066,2023,6,11149
Y01066,2023,7,10690
Y01066,2023,8,10604
Y01066,2023,9,10521
Y01066,2023,10,10443
Y01066,2023,11,10351
Y01066,2023,12,10283